"present_day","drift","final_price","future_day"
3,-0.957423048156659,607.230223323673,6
4,-0.919712219033924,603.827174097004,8
5,-0.808911096582477,605.03817581409,10
6,-0.771423618792623,602.932794093654,12
7,-0.762356071179761,599.834090442743,14
8,-0.56840681479659,606.169910574946,16
9,-0.56788020856856,604.012614528675,18
10,-0.571575570800665,601.654219350705,20
11,-0.741012079596903,588.940907165837,22
12,-0.729944091433904,586.73226405599,24
13,-0.746020918387417,582.167648273197,26
14,-0.550862121821024,597.102359931878,28
15,-0.566465787240465,594.026243623974,30
16,-0.590112105258292,590.10634800453,32
17,-0.434313907047958,601.743426446051,34
18,-0.421009530964536,601.506416173087,36
19,-0.438482951095039,598.839475815768,38
20,-0.309437091100776,608.985565889683,40
21,-0.172204255602136,619.81842324673,42
22,-0.207080275649291,616.848106111767,44
23,-0.222823297235652,615.192642845264,46
24,-0.258445005295949,611.635580963399,48
25,-0.29352440670111,607.79949449809,50
26,-0.193982277844086,617.659091577241,52
27,-0.0857444407869667,628.656222293867,54
28,-0.131024934348154,624.429890112305,56
29,-0.109632291348762,626.714204248503,58
30,-0.0708335806126129,631.057653878365,60
31,-0.118038636892631,625.430643328508,61
32,0.3047469945305,678.604942283327,62
33,0.316202970554262,679.435605181784,63
34,0.583414180833496,688.665774132661,64
35,0.659733669414239,697.505227738324,65
36,0.83663013697252,711.490947297768,66
37,0.70787831632332,701.582690375998,67
38,0.667254683300305,696.496242457525,68
39,0.52783696802434,682.163519217745,69
40,0.364688829923645,671.163749026254,70
41,0.511446434928018,684.058381973465,71
42,1.37770125828408,774.95382891871,72
43,1.74624581777986,792.70661283707,73
44,1.73348616091453,789.668518076957,74
45,2.11927398930732,819.308925926394,75
46,1.41804842920739,767.683156800173,76
47,3.3071567539902,963.361054160224,77
48,3.96931043840107,1024.51376036051,78
49,3.22779115294913,961.323584924685,79
50,4.19302061896781,1061.28783725032,80
51,4.73446101928201,1115.07409310084,81
52,3.76648272877404,1024.05645184059,82
53,6.78267332660461,1422.35392577243,83
54,2.87972504244577,1029.47566724728,84
55,2.8024298610554,1019.5767548226,85
56,4.62703882809381,1232.0224082258,86
57,5.61354875255949,1348.770612355,87
58,4.84164736530907,1263.14682524193,88
59,4.22800504188383,1199.73053986196,89
60,5.62560143543487,1369.70434071403,90
61,5.57395305770353,1365.08527155226,91
62,4.77248860594437,1270.40046842602,92
63,4.04160758486983,1182.5356844266,93
64,2.38910910944908,1018.87979834492,94
65,2.5652000617615,1039.92512094193,95
66,2.96488510064694,1080.8660091069,96
67,2.74463000923133,1062.70436974426,97
68,4.26480943911824,1263.76225411857,98
69,5.46922600123372,1415.55086256068,99
70,5.93659172729515,1472.27553970163,100
71,4.81559632035414,1320.42890964002,101
72,5.92784255839803,1465.74875830584,102
73,5.26923603251147,1386.55493498712,103
74,3.41107829822152,1180.19776037363,104
75,3.30053081374547,1163.54332579172,105
76,3.31976954129389,1162.44059461613,106
77,2.91336874166797,1121.83592401544,107
78,2.8301069856671,1106.12128723863,108
79,1.2156842660157,942.283881162647,109
80,1.20113955437317,948.062683520014,110
81,1.64652855274574,998.179324990373,111
82,1.14442517202991,954.098975332053,112
83,2.20088380231731,1105.10163430599,113
84,2.08026558989117,1083.92599667524,114
85,0.668185884932761,931.409610678696,115
86,2.06248127710742,975.156090725415,116
87,2.28808172978387,995.410962843688,117
88,1.39865284127587,918.337179007666,118
89,1.50769620181755,940.66966268378,119
90,1.602299942582,948.064120884889,120
91,1.60744728653303,947.289970892472,121
92,1.41960458838264,940.533718105616,122
93,1.397933989299,938.900434257634,123
94,1.6764874328193,960.336146985235,124
95,2.08272691866907,984.646132172887,125
96,2.24207244257272,999.664915754638,126
97,1.99156712705942,978.327122805433,127
98,2.36036169275268,1027.43793191357,128
99,2.30227299636423,1022.2788648664,129
100,1.21503684963773,921.827599060868,130
101,1.00562409891348,909.468416741182,131
102,2.0654355876073,1050.19469794603,132
103,3.81047501907799,1214.27888132445,133
104,9.22514904703105,2201.64139563199,134
105,8.2701694101342,2019.55948882496,135
106,7.73815954534331,1935.93764556518,136
107,8.89145654167337,2135.69924428121,137
108,14.4340160990287,3530.70649592907,138
109,14.9032697576018,3667.06125852768,139
110,24.9538457181049,8731.6907831621,140
111,21.9797515481917,6788.43547317561,141
112,21.6816493443798,6666.03312343446,142
113,30.0252210239561,13975.4706354005,143
114,37.5192830476131,26333.3036260222,144
115,22.5742242946192,7600.75155086291,145
116,92.76453431645,3101603.58241975,146
117,24.4798150954528,12656.9121733075,147
118,29.5091141429999,19121.442575804,148
119,8.24432581642689,3593.74187109101,149
120,9.29289817054996,3968.46532522456,150
121,8.0298248178087,3583.68748265349,151
122,7.50641856585146,3420.58569060903,152
123,0.89524540162163,2309.99889036572,153
124,0.5835903588416,2238.23397744929,154
125,2.06774618412798,2811.9248252298,155
126,1.69421615307522,2706.46928959358,156
127,1.8841670273246,2752.56640216844,157
128,2.26700114111636,2883.34757096384,158
129,8.01777303219667,5628.47098485185,159
130,6.74038533433942,5074.27085929951,160
131,5.79107642939346,4657.46107139664,161
132,5.58067668950214,4569.03471587752,162
133,5.33555075599174,4488.59392335697,163
134,4.42928001763322,4221.99574490946,164
135,3.88641831802598,4048.2799911524,165
136,0.929092273411043,2886.25976040578,166
137,0.562522924146389,2753.45256043813,167
138,1.06640243760933,2970.83330975002,168
139,0.923633943398518,2933.11610599242,169
140,0.350252923267599,2758.90663190065,170
141,0.279442111227857,2731.14041341231,171
142,-0.185550533585326,2566.69117007209,172
143,0.793165747530453,3091.52742736103,173
144,0.992934151841364,3200.26071213238,174
145,0.299526466328647,2957.96713315922,175
146,0.486816174985572,3121.63236121848,176
147,0.87255473685764,3292.57412257954,177
148,-0.45901724341202,2427.88333091161,178
149,0.843866625885935,2165.54928840145,179
150,1.32791181203606,2330.12473205951,180
151,6.71430294661721,3062.11574690131,181
152,1.92130682738578,2090.9703358677,182
153,2.70805592645386,2297.44435789024,183
154,2.85246028526705,2319.73900597259,184
155,17.0887284326224,5640.34592540407,185
156,18.0874193391017,6109.19559394642,186
157,9.0350182348874,2803.52572351237,187
158,11.7675542688282,3535.34663348957,188
159,15.1214314102526,4776.55324789555,189
160,12.8569497446409,3966.47022259648,190
161,5.43951612482253,2008.77672708545,191
162,4.96768555152305,1927.20350948491,192
163,5.69248611834758,2035.01631116883,193
164,14.1048445480015,4586.52980518354,194
165,13.6397586179909,4414.52281895099,195
166,10.7256862870856,3478.53272145712,196
167,16.6104205008671,5951.78956175483,197
168,13.3042848707561,4485.8009980162,198
169,18.8755160781633,6960.75844699641,199
170,21.1175420575319,8713.60416901173,200
171,20.6995886480402,8400.92002467966,201
172,19.98719655392,7948.05161245005,202
173,41.4316712377624,50464.9952831255,203
174,54.9562454962126,156234.868139068,204
175,28.6919064931901,17525.4529473421,205
176,20.6276466203202,8971.55497631264,206
177,20.5207577258358,8923.45293819502,207
178,14.9034005051566,5605.93030820784,208
179,3.40672057711997,2276.56863701696,209
180,5.01009566636442,2701.84883899259,210
181,5.68721456452701,2847.71002835547,211
182,3.4269777699384,2332.69725167254,212
183,5.84538134066991,3019.42204495088,213
184,14.6634712224553,5696.66001530252,214
185,13.1214041156075,5075.49045939405,215
186,15.0257785082839,5986.35119404784,216
187,14.4311980242482,5702.40031669087,217
188,2.48362470837501,2445.31124011189,218
189,-0.195317354850044,2209.73908997794,219
190,-0.146895005690163,2259.69925968812,220
191,0.720029695391937,2914.12046110992,221
192,2.65708921894238,3886.08959116017,222
193,1.7291248238544,3568.8798666692,223
194,0.331580055065591,3198.46884491807,224
195,-0.531058621495006,3100.93820120466,225
196,-0.8211877640695,2744.87576081753,226
197,-0.743198409508223,2905.43846325248,227
198,-0.373212352480005,3659.98483445472,228
199,-0.584708928726056,3512.53352859951,229
200,-0.476829502217239,3522.72797526671,230
201,-0.490760888086119,3509.55113229147,231
202,-0.670796645028195,3369.89285238422,232
203,-0.395837118199358,3786.56267473406,233
204,-0.334543428302139,3857.26932995111,234
205,-0.717634939651363,3479.1006217789,235
206,-0.570732783252227,3910.09246278777,236
207,-0.612318741158905,3868.28322222525,237
208,-0.550800827865767,3883.52647184628,238
209,-0.232772301185345,4369.82376681699,239
210,-0.324783500734208,4305.06477641901,240
211,1.0608534573212,4169.33462996022,241
212,0.833289669446033,4141.96224719964,242
213,1.19817002381558,4347.53310968909,243
214,1.31922009202932,4356.97687124232,244
215,0.00917267636513919,3757.56621988331,245
216,0.0597350574678952,3791.10785282934,246
217,-0.221054860705962,3654.298278937,247
218,-0.180031550584661,3725.27912326579,248
219,-0.0149214223300994,3851.61383871209,249
220,2.37535228098414,3481.25147727512,250
221,20.2217114131151,12027.9326310663,251
222,21.0218960905049,13108.3820464718,252
223,7.11167913270723,3813.61170000374,253
224,3.79445669048553,2810.17680506298,254
225,3.92684154305055,2831.79491423925,255
226,7.99447342209808,3636.12668428988,256
227,35.731508137695,31884.7210739939,257
228,55.4449072508792,163785.803459494,258
229,32.1264415172898,23796.970787183,259
230,17.720331747167,7015.46380929378,260
231,17.5293397842276,6926.14688641724,261
232,17.3133360128393,6795.92899179827,262
233,37.4922059148232,39446.2601557131,263
234,51.6087110313518,128994.164464267,264
235,27.7351579606143,17710.6766687606,265
236,39.6474788769704,49839.4456260522,266
237,58.6933385817093,239871.299301788,267
238,27.1547192354175,17345.4797047972,268
239,33.7927951987372,30150.8552474835,269
240,73.7782237019558,900422.324125529,270
241,44.6100423312673,80718.7960274403,271
242,105.864864941719,13760935.8182914,272
243,149.672696293703,522499821.186745,273
244,125.37004294372,71246055.1710392,274
245,73.5646070170765,1003389.51980071,275
246,81.170261880653,1873132.54449109,276
247,119.673656208597,43283116.7637094,277
248,87.5799599347518,3076173.3150134,278
249,157.947730751763,1039270519.04086,279
250,116.087862389085,33201632.8223155,280
251,299.271920478399,140008087363254,281
252,660.168581073609,1.10530549375253e+27,282
253,350.767863978854,9936258114299396,283
254,445.367053048994,2.4828926578857e+19,284
255,1341.63796996838,2.88570488984993e+51,285
256,920.077255368222,2.59121018295062e+36,286
257,1813.94794963081,2.24512709305997e+68,287
258,929.104531093751,6.06223495333766e+36,288
259,924.775432173555,4.37681216366477e+36,289
260,464.793283999809,1.68108171488571e+20,290
261,851.498893123986,1.09739329333535e+34,291
262,626.132245114019,9.95126400448167e+25,292
263,594.94056832258,7.66904976908722e+24,293
264,1054.61564531617,2.07889892204987e+41,294
265,546.023634881759,1.42344028270696e+23,295
266,710.336825272149,1.10843326220592e+29,296
267,704.934061948446,7.08594353193918e+28,297
268,467.088157918191,2.28948721575292e+20,298
269,1859.25879977138,1.61795920687522e+70,299
270,885.859612853242,3.05904188353025e+35,300
271,842.507952660414,8.74314244600061e+33,301
272,717.188201339097,3.03848953012614e+29,302
273,716.672450267616,2.9308672134414e+29,303
274,413.394752827423,4285824014900064256,304
275,111.399235264709,75601058.6675491,305
276,155.936195540439,3056372878.16006,306
277,186.577001775213,36640885085.6822,307
278,59.9220486171558,1209642.71264586,308
279,65.0228756763281,1854094.09719956,309
280,89.8098163687612,14025236.4450786,310
281,65.6237306988184,1920687.23827643,311
282,125.342998233456,272973523.708345,312
283,37.1998901025526,171926.959939124,313
284,29.7284545761355,93983.0471655303,314
285,48.6691742553758,448853.778748233,315
286,28.6137616768484,84928.556086961,316
287,5.06138546268805,10835.0344849215,317
288,4.05799565601245,9811.83924492235,318
289,1.4963712186867,7557.96323424013,319
290,5.17838468860975,9371.75103545149,320
291,4.91191821265991,9387.04570229755,321
292,7.08843964202378,10827.2898461653,322
293,2.68047796639324,7322.99152386562,323
294,2.82176040978913,7482.21905649901,324
295,1.7119040073262,6738.44690299143,325
296,1.97831872977767,7382.25491798524,326
297,2.35901260279941,7748.35758271997,327
298,0.93697256451893,6672.00268531899,328
299,1.12311534031952,6800.81137973866,329
300,0.1900911245475,6220.6185334478,330
301,-0.745997574269259,4252.60800316227,331
302,-0.296679616517155,4140.52052636433,332
303,-0.697626546977245,3975.9756545542,333
304,-0.864954836512496,3674.35612108953,334
305,-0.832311176267799,3821.88888517763,335
306,-0.883415089344896,3727.30729455445,336
307,-0.720792909011097,3425.66991583209,337
308,-0.952064530372817,3502.1141581437,338
309,-0.971999487568683,3420.2616078818,339
310,-0.923921674606072,3015.87566769183,340
311,-0.205261535555255,8149.81306260449,341
312,-0.430110164949413,7870.33309159713,342
313,-0.501356016597375,7802.98579509432,343
314,1.46893925177177,18250.3968302511,344
315,3.52727704933617,23294.4548738331,345
316,2.56827748408097,21474.2959159819,346
317,1.08736447663372,18667.7476392448,347
318,0.00344085010513195,17215.4981433609,348
319,0.71653309732164,17644.8616282709,349
320,2.48175574395528,21018.6981552187,350
321,5.48272133345876,29231.0674488454,351
322,5.11074313789981,28389.4441136695,352
323,2.84746976722881,23177.5968539193,353
324,6.13053798414635,32377.1977029279,354
325,9.05364686380804,40227.5341305085,355
326,3.61467000915308,25885.4991183557,356
327,9.12597898598101,41989.7471154091,357
328,4.16854580796756,26700.6871491818,358
329,23.8013401912456,218889.344588324,359
330,27.093968775077,289595.910614422,360
331,22.1065976443866,191109.352409375,361
332,91.0939914097455,60941029.3207467,362
333,62.0472808956382,5579661.21086663,363
334,50.2218381200421,2109013.63734095,364
335,290.733796207021,869218064169398,365
336,692.231050929999,2.00400689876301e+29,366
337,546.07287006593,1.22293346192703e+24,367
338,2097.01668952176,3.46426272990933e+79,368
339,1907.3488977881,5.83958656658392e+72,369
340,6561.06651647986,5.557707016684e+238,370
341,19432.2339409415,0,371
342,13125.9657188748,0,372
343,1123.77593513098,2.35304868456603e+44,373
344,1697.00614877297,6.69396997315266e+64,374
345,1245.17104488331,4.99282690434483e+48,375
346,133.704706924658,672858580.416168,376
347,134.574161918526,757370061.708039,377
348,196.025748592732,124117026278.529,378
349,257.344718199533,18711472449887.4,379
350,604.984549416246,4.3059886719932e+25,380
351,586.839292302219,9.6919226560251e+24,381
352,391.577553376569,1037998979272131328,382
353,444.962174076438,89964506542630486016,383
354,425.59481904244,18301025830391146496,384
355,482.890337615058,2.00722762733239e+21,385
356,661.076919129774,5.1128637228425e+27,386
357,313.984427380804,2165828823352254,387
358,618.206293991157,1.43637150614378e+26,388
359,224.611658456543,1300540947536.67,389
360,332.387018515424,9454367011087878,390
361,44.6928896810586,372314.314358533,391
362,80.023827304345,7497950.57481953,392
363,39.7810401459571,282046.235961219,393
364,16.1462536686789,37657.3169741525,394
365,23.9167236790644,70098.4036873689,395
366,20.3094084448945,51584.0913286109,396
367,5.93144207496999,14215.0767331586,397
368,0.829878841897274,8863.69412592308,398
369,-0.725178006606076,9836.11135359484,399
370,-0.943714456139986,7720.33928066284,400
371,-0.527923846228884,15276.4477766735,401
372,-0.505159515523612,15223.9590417899,402
373,-0.731997621109736,14381.0665451032,403
374,0.0298750380614303,17374.652469452,404
375,0.220440107486074,17809.5455184462,405
376,-0.170554374512967,16960.1983596058,406
377,-0.465676311894718,16371.7361542609,407
378,-0.0282761752583481,18010.7922164448,408
379,-0.431782782356898,16783.5356063847,409
380,-0.404864846838387,17655.3081915972,410
381,-0.445622714464386,17464.8966177525,411
382,-0.528285227460599,17205.4897263594,412
383,0.232382594698214,22213.3157565021,413
384,0.253661046371292,22203.9977951694,414
385,-0.429340088167303,19575.3805697012,415
386,0.00978923520175812,22061.5405244505,416
387,0.115277108856403,22396.5682255592,417
388,-0.49957944755465,19572.423679679,418
389,-0.302860709148779,18218.0699927055,419
390,-0.0644512604912815,19313.6202569759,420
391,0.616749279773379,19423.1565358381,421
392,0.287984155884272,18882.2122515797,422
