"present_day","drift","final_price","future_day"
3,-0.957423048156659,606.645905692349,6
4,-0.919712219033924,603.255835042148,8
5,-0.808911096582477,604.398851126718,10
6,-0.771423618792623,602.273101202365,12
7,-0.762356071179761,599.156438772824,14
8,-0.56840681479659,605.385991789307,16
9,-0.56788020856856,603.210482930945,18
10,-0.571575570800665,600.835442887285,20
11,-0.741012079596903,588.041940798096,22
12,-0.729944091433904,585.82113941593,24
13,-0.746020918387417,581.248887353171,26
14,-0.550862121821024,596.080534897322,28
15,-0.566465787240465,593.006905058974,30
16,-0.590112105258292,589.092564925373,32
17,-0.434313907047958,600.722465985008,34
18,-0.421009530964536,600.493164578519,36
19,-0.438482951095039,597.839590217888,38
20,-0.309437091100776,608.003450359831,40
21,-0.172204255602136,618.862142115379,42
22,-0.207080275649291,615.917770003635,44
23,-0.222823297235652,614.285942254111,46
24,-0.258445005295949,610.759244894198,48
25,-0.29352440670111,606.955853148062,50
26,-0.193982277844086,616.866506596342,52
27,-0.0857444407869667,627.923751661822,54
28,-0.131024934348154,623.743227893291,56
29,-0.109632291348762,626.061034524535,58
30,-0.0708335806126129,630.442896626791,60
31,-0.118038636892631,624.794464261023,61
32,0.3047469945305,678.762429418182,62
33,0.316202970554262,679.514319561285,63
34,0.583414180833496,688.403431650727,64
35,0.659733669414239,697.259067358289,65
36,0.83663013697252,711.231859668493,66
37,0.70787831632332,701.351177435698,67
38,0.667254683300305,696.28289506062,68
39,0.52783696802434,682.065237288536,69
40,0.364688829923645,671.04173206761,70
41,0.511446434928018,683.952732493309,71
42,1.37770125828408,776.150363760887,72
43,1.74624581777986,793.576809484541,73
44,1.73348616091453,790.540322607801,74
45,2.11927398930732,820.140325567703,75
46,1.41804842920739,768.340490088727,76
47,3.3071567539902,966.88621499474,77
48,3.96931043840107,1028.16335101802,78
49,3.22779115294913,964.732917606697,79
50,4.19302061896781,1065.30874489426,80
51,4.73446101928201,1119.19949669637,81
52,3.76648272877404,1028.02612919219,82
53,6.78267332660461,1432.81178198536,83
54,2.87972504244577,1044.58657693087,84
55,2.8024298610554,1034.57730489475,85
56,4.62703882809381,1251.3449939288,86
57,5.61354875255949,1369.81843750239,87
58,4.84164736530907,1282.9577232218,88
59,4.22800504188383,1218.58869986765,89
60,5.62560143543487,1391.36716805954,90
61,5.57395305770353,1386.68635095266,91
62,4.77248860594437,1290.83294984296,92
63,4.04160758486983,1202.18067132623,93
64,2.38910910944908,1034.58930939754,94
65,2.5652000617615,1055.9633318066,95
66,2.96488510064694,1097.47497932833,96
67,2.74463000923133,1079.03480990847,97
68,4.26480943911824,1285.01440629943,98
69,5.46922600123372,1439.38635016615,99
70,5.93659172729515,1496.89828624096,100
71,4.81559632035414,1343.93431958021,101
72,5.92784255839803,1491.85423919023,102
73,5.26923603251147,1411.35126164467,103
74,3.41107829822152,1199.47152042704,104
75,3.30053081374547,1182.61057882415,105
76,3.31976954129389,1181.48082644774,106
77,2.91336874166797,1140.27449845286,107
78,2.8301069856671,1124.36647356928,108
79,1.2156842660157,955.07550374051,109
80,1.20113955437317,960.923468273999,110
81,1.64652855274574,1011.87322654402,111
82,1.14442517202991,966.864712467769,112
83,2.20088380231731,1122.31981611186,113
84,2.08026558989117,1100.94426102804,114
85,0.668185884932761,942.532720772694,115
86,2.06248127710742,980.255564707391,116
87,2.28808172978387,1000.54473322042,117
88,1.39865284127587,921.946014812898,118
89,1.50769620181755,944.477170223791,119
90,1.602299942582,951.865040204883,120
91,1.60744728653303,951.085776868462,121
92,1.41960458838264,944.090650421118,122
93,1.397933989299,942.455819670588,123
94,1.6764874328193,963.797761922139,124
95,2.08272691866907,987.703884496103,125
96,2.24207244257272,1002.72909930151,126
97,1.99156712705942,981.340698898421,127
98,2.36036169275268,1030.86775248728,128
99,2.30227299636423,1025.70549105419,129
100,1.21503684963773,923.443190792988,130
101,1.00562409891348,910.879399136799,131
102,2.0654355876073,1053.95236260118,132
103,3.81047501907799,1217.09279700451,133
104,9.22514904703105,2225.4918256616,134
105,8.2701694101342,2042.13128196868,135
106,7.73815954534331,1957.6480379066,136
107,8.89145654167337,2159.19001990462,137
108,14.4340160990287,3573.97601892414,138
109,14.9032697576018,3711.73368357652,139
110,24.9538457181049,8844.57542360039,140
111,21.9797515481917,6879.57536194012,141
112,21.6816493443798,6755.57110350613,142
113,30.0252210239561,14184.8520156887,143
114,37.5192830476131,26726.256990189,144
115,22.5742242946192,7704.3282255878,145
116,92.76453431645,3184881.77080222,146
117,24.4798150954528,13145.2337937255,147
118,29.5091141429999,19856.9344297092,148
119,8.24432581642689,3731.4862137049,149
120,9.29289817054996,4120.5323613541,150
121,8.0298248178087,3721.06857627467,151
122,7.50641856585146,3551.61642108773,152
123,0.89524540162163,2364.57297017343,153
124,0.5835903588416,2291.18896777337,154
125,2.06774618412798,2867.40788536412,155
126,1.69421615307522,2759.27278373778,156
127,1.8841670273246,2806.43527333319,157
128,2.26700114111636,2939.373549735,158
129,8.01777303219667,5680.78616233823,159
130,6.74038533433942,5122.2868690385,160
131,5.79107642939346,4699.56771029269,161
132,5.58067668950214,4610.09056487211,162
133,5.33555075599174,4528.87028502203,163
134,4.42928001763322,4264.85784558485,164
135,3.88641831802598,4089.83665903251,165
136,0.929092273411043,2940.2473176768,166
137,0.562522924146389,2801.96617897472,167
138,1.06640243760933,3020.79238488896,168
139,0.923633943398518,2982.45446558314,169
140,0.350252923267599,2810.02747929686,170
141,0.279442111227857,2781.63690289081,171
142,-0.185550533585326,2618.38145954896,172
143,0.793165747530453,3140.67281312895,173
144,0.992934151841364,3250.35865947874,174
145,0.299526466328647,3010.88179680757,175
146,0.486816174985572,3175.10209120632,176
147,0.87255473685764,3347.81563851076,177
148,-0.45901724341202,2503.58223554355,178
149,0.843866625885935,2249.76653927847,179
150,1.32791181203606,2420.43838564627,180
151,6.71430294661721,3179.21460678746,181
152,1.92130682738578,2173.29233873138,182
153,2.70805592645386,2387.91771278717,183
154,2.85246028526705,2411.08882579018,184
155,17.0887284326224,5804.31310762802,185
156,18.0874193391017,6286.11884605114,186
157,9.0350182348874,2876.7937945138,187
158,11.7675542688282,3626.6490523737,188
159,15.1214314102526,4901.06249439234,189
160,12.8569497446409,4069.95760674443,190
161,5.43951612482253,2043.94798090944,191
162,4.96768555152305,1961.14453111321,192
163,5.69248611834758,2070.14700643178,193
164,14.1048445480015,4690.30716169349,194
165,13.6397586179909,4514.61506795184,195
166,10.7256862870856,3555.84618631779,196
167,16.6104205008671,6092.00348308702,197
168,13.3042848707561,4595.40366021687,198
169,18.8755160781633,7119.33659779537,199
170,21.1175420575319,8916.76198324662,200
171,20.6995886480402,8597.15995326449,201
172,19.98719655392,8133.96001264207,202
173,41.4316712377624,51776.4037890644,203
174,54.9562454962126,160272.034510966,204
175,28.6919064931901,17931.647165808,205
176,20.6276466203202,9184.19148702822,206
177,20.5207577258358,9134.99739080487,207
178,14.9034005051566,5735.51134646332,208
179,3.40672057711997,2353.12095749969,209
180,5.01009566636442,2794.07650769573,210
181,5.68721456452701,2944.50879662229,211
182,3.4269777699384,2411.64432223978,212
183,5.84538134066991,3124.52521424563,213
184,14.6634712224553,5864.22096311467,214
185,13.1214041156075,5223.6757214339,215
186,15.0257785082839,6160.6616495676,216
187,14.4311980242482,5868.68836921887,217
188,2.48362470837501,2541.57713168137,218
189,-0.195317354850044,2282.58625662733,219
190,-0.146895005690163,2333.93250277622,220
191,0.720029695391937,2991.98191727229,221
192,2.65708921894238,3971.48398702152,222
193,1.7291248238544,3648.37521744322,223
194,0.331580055065591,3249.89415899787,224
195,-0.531058621495006,3109.11621965748,225
196,-0.8211877640695,2775.15840394469,226
197,-0.743198409508223,2931.90189902099,227
198,-0.373212352480005,3647.14698410149,228
199,-0.584708928726056,3510.85414694272,229
200,-0.476829502217239,3523.15977311557,230
201,-0.490760888086119,3509.99364495031,231
202,-0.670796645028195,3378.53890218072,232
203,-0.395837118199358,3777.89839387367,233
204,-0.334543428302139,3847.47369448854,234
205,-0.717634939651363,3490.61857213265,235
206,-0.570732783252227,3902.26965384264,236
207,-0.612318741158905,3860.47565583494,237
208,-0.550800827865767,3876.34090780618,238
209,-0.232772301185345,4340.64695242348,239
210,-0.324783500734208,4276.0836378281,240
211,1.0608534573212,4207.3940512903,241
212,0.833289669446033,4182.89794214276,242
213,1.19817002381558,4389.25215286723,243
214,1.31922009202932,4399.47738189666,244
215,0.00917267636513919,3797.04990040951,245
216,0.0597350574678952,3830.83292778035,246
217,-0.221054860705962,3692.95126329637,247
218,-0.180031550584661,3764.03195492521,248
219,-0.0149214223300994,3890.13443130356,249
220,2.37535228098414,3590.19170547863,250
221,20.2217114131151,12501.3298496354,251
222,21.0218960905049,13624.2623235764,252
223,7.11167913270723,3961.45923862314,253
224,3.79445669048553,2915.63818829081,254
225,3.92684154305055,2938.0179176024,255
226,7.99447342209808,3762.41634043212,256
227,35.731508137695,32696.1378022792,257
228,55.4449072508792,167858.589388839,258
229,32.1264415172898,24396.5550105425,259
230,17.720331747167,7145.67213399976,260
231,17.5293397842276,7054.78330869306,261
232,17.3133360128393,6922.32611757925,262
233,37.4922059148232,40330.0138271656,263
234,51.6087110313518,131886.997644028,264
235,27.7351579606143,18073.4966574287,265
236,39.6474788769704,50929.8421657067,266
237,58.6933385817093,244875.594105911,267
238,27.1547192354175,17663.941187647,268
239,33.7927951987372,30692.1998315469,269
240,73.7782237019558,920519.846476426,270
241,44.6100423312673,82358.5682579454,271
242,105.864864941719,14090204.3603565,272
243,149.672696293703,535174552.972609,273
244,125.37004294372,72978131.5533312,274
245,73.5646070170765,1030072.76331457,275
246,81.170261880653,1922428.76194795,276
247,119.673656208597,44323791.7294495,277
248,87.5799599347518,3154684.4416137,278
249,157.947730751763,1065823930.3839,279
250,116.087862389085,34077439.6830756,280
251,299.271920478399,144693587044758,281
252,660.168581073609,1.14160560764561e+27,282
253,350.767863978854,10271937816917086,283
254,445.367053048994,25678595522360651776,284
255,1341.63796996838,2.99359810820785e+51,285
256,920.077255368222,2.68932403911854e+36,286
257,1813.94794963081,2.33094636084622e+68,287
258,929.104531093751,6.30081858676857e+36,288
259,924.775432173555,4.54906703666865e+36,289
260,464.793283999809,1.74654667607688e+20,290
261,851.498893123986,1.14028849490115e+34,291
262,626.132245114019,1.03403983177018e+26,292
263,594.94056832258,7.96873032526412e+24,293
264,1054.61564531617,2.15990612901573e+41,294
265,546.023634881759,1.47932247807284e+23,295
266,710.336825272149,1.15181721719781e+29,296
267,704.934061948446,7.36325327373875e+28,297
268,467.088157918191,2.37923864555393e+20,298
269,1859.25879977138,1.66944818902881e+70,299
270,885.859612853242,3.13019741479121e+35,300
271,842.507952660414,8.94559830957981e+33,301
272,717.188201339097,3.11326539794214e+29,302
273,716.672450267616,3.00298937612495e+29,303
274,413.394752827423,4403315880301782528,304
275,111.399235264709,76801078.2848318,305
276,155.936195540439,3103397977.45667,306
277,186.577001775213,37266244000.0244,307
278,59.9220486171558,1206964.65444079,308
279,65.0228756763281,1850263.55945587,309
280,89.8098163687612,14025579.5993352,310
281,65.6237306988184,1923240.3524396,311
282,125.342998233456,273178106.413619,312
283,37.1998901025526,174116.766452646,313
284,29.7284545761355,95326.2460331801,314
285,48.6691742553758,455837.876305764,315
286,28.6137616768484,86336.0341257265,316
287,5.06138546268805,11082.7792732567,317
288,4.05799565601245,10025.9630157649,318
289,1.4963712186867,7749.27612586809,319
290,5.17838468860975,9665.32028602467,320
291,4.91191821265991,9682.61471581264,321
292,7.08843964202378,11182.994949039,322
293,2.68047796639324,7562.33860388129,323
294,2.82176040978913,7726.6012236516,324
295,1.7119040073262,6951.705630873,325
296,1.97831872977767,7610.43036415711,326
297,2.35901260279941,7986.87204764497,327
298,0.93697256451893,6889.2346297666,328
299,1.12311534031952,7022.38947352182,329
300,0.1900911245475,6411.63788900831,330
301,-0.745997574269259,4419.83479909531,331
302,-0.296679616517155,4298.73808109415,332
303,-0.697626546977245,4131.9044882762,333
304,-0.864954836512496,3815.8478819692,334
305,-0.832311176267799,3969.92262411346,335
306,-0.883415089344896,3871.13684949867,336
307,-0.720792909011097,3548.23212945026,337
308,-0.952064530372817,3640.0250806482,338
309,-0.971999487568683,3554.40061987619,339
310,-0.923921674606072,3132.27462517197,340
311,-0.205261535555255,8137.81739949833,341
312,-0.430110164949413,7852.02415815016,342
313,-0.501356016597375,7787.36866120837,343
314,1.46893925177177,16963.9175642231,344
315,3.52727704933617,21551.502847013,345
316,2.56827748408097,19895.989473945,346
317,1.08736447663372,17273.2244053114,347
318,0.00344085010513195,15722.0024156726,348
319,0.71653309732164,16208.3949673113,349
320,2.48175574395528,19314.2149796269,350
321,5.48272133345876,26711.0636300599,351
322,5.11074313789981,25941.0374126411,352
323,2.84746976722881,21188.4057772495,353
324,6.13053798414635,29492.5194366737,354
325,9.05364686380804,36777.7233968198,355
326,3.61467000915308,23399.8513015412,356
327,9.12597898598101,37995.6111640609,357
328,4.16854580796756,24340.0081400567,358
329,23.8013401912456,187622.630309898,359
330,27.093968775077,248291.819427457,360
331,22.1065976443866,163626.835442577,361
332,91.0939914097455,51978562.2086831,362
333,62.0472808956382,4735905.54184721,363
334,50.2218381200421,1788694.01851054,364
335,290.733796207021,739296715285530,365
336,692.231050929999,1.70035398152135e+29,366
337,546.07287006593,1.0372188003785e+24,367
338,2097.01668952176,2.87892975890031e+79,368
339,1907.3488977881,4.84475074782016e+72,369
340,6561.06651647986,4.88450517537523e+238,370
341,19432.2339409415,0,371
342,13125.9657188748,0,372
343,1123.77593513098,2.28981516643609e+44,373
344,1697.00614877297,6.54027304877493e+64,374
345,1245.17104488331,4.85870621171087e+48,375
346,133.704706924658,686561621.897464,376
347,134.574161918526,772756470.434744,377
348,196.025748592732,126541803186.45,378
349,257.344718199533,19110946621057.5,379
350,604.984549416246,4.43305973355777e+25,380
351,586.839292302219,9.97702993930767e+24,381
352,391.577553376569,1068346620121604224,382
